Country,Port,Latitude,Longitude,2014_Containers,2015_Containers,2016_Containers,2017_Containers,2018_Containers,Containers_2014-2018
United Kingdom,Milford Haven,51.7117,-5.0293,1.0,0.0,0.0,0.0,0.0,1.0
United Kingdom,Penarth,51.445249,-3.167225,1.0,0.0,0.0,0.0,0.0,1.0
United Kingdom,Salford,53.4877,-2.2892,1.0,1.0,1.0,0.0,0.0,3.0
United Kingdom,Southhampton,50.909451,-1.403246,1252.0,1745.0,5298.0,5401.0,1655.0,15351.0
United Kingdom,Teesport,54.610366,-1.150891,1.0,0.0,1.0,1.0,0.0,3.0
United Kingdom,Tilbury,51.462698,0.361061,36.0,7.0,25.0,8.0,0.0,76.0
United Kingdom,Yarmouth Harbor,50.705174,-1.502736,4.0,5.0,7.0,7.0,1.0,24.0
United States Off-Shore Tanker Transshipment Points,High Seas (Outside U.S. Territorial Waters),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,Montevideo,-34.8669,-56.1667,698.0,305.0,592.0,383.0,273.0,2251.0
Uruguay,Paysandu,-32.32,-58.0756,4.0,2.0,0.0,0.0,0.0,6.0
Venezuala,Bahia de Amuay,11.776904,-70.242108,1.0,1.0,1.0,0.0,0.0,3.0
Venezuala,Puerto La Cruz,10.216,-64.616,1.0,0.0,1.0,0.0,0.0,2.0
Venezuala,Punta Chavez,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0
Venezuala,Turiamo,10.442998,-67.846882,1.0,17.0,2.0,2.0,1.0,23.0
Vietnam,Haiphong,20.856,106.682,28.0,14.0,92.0,249.0,55.0,438.0
Vietnam,Port Redon,0.0,0.0,34.0,2868.0,5742.0,1442.0,145.0,10231.0
Vietnam,Thanh Pho Ho Chi Minh,10.75,106.666,986.0,1437.0,1111.0,2018.0,888.0,6440.0
Vietnam,Tourane,16.067,108.22,5.0,6.0,14.0,37.0,0.0,62.0
Vietnam,Vung Tau,10.35,107.066,7263.0,15768.0,20934.0,26861.0,11784.0,82610.0
Albania,Durres,41.3242,19.4558,0.0,23.0,4.0,0.0,0.0,27.0
Algeria,Bethioua,35.8047,-0.2596,0.0,4.0,0.0,0.0,0.0,4.0
Algeria,El Djazair,36.7764,3.0586,0.0,4.0,3.0,1.0,0.0,8.0
Angola,Luanda,-8.838,13.234,0.0,1.0,0.0,0.0,0.0,1.0
Argentina,Campana,-34.176,-58.92,0.0,1.0,1.0,1.0,0.0,3.0
Bahamas,Nassau,25.0324,-77.3981,0.0,1.0,0.0,1.0,0.0,2.0
Brazil,Aratu,-12.778541,-38.497735,0.0,1.0,1.0,0.0,0.0,2.0
Brazil,Manaus,-3.1329,-59.9865,0.0,5.0,21.0,3.0,0.0,29.0
Bulgaria,Burgas,42.5,27.4667,0.0,1.0,0.0,1.0,0.0,2.0
Canada,Auld's Cove,45.6541,-61.4466,0.0,1.0,0.0,1.0,0.0,2.0
Canada,Contrecoeur,45.863187,-73.251276,0.0,8.0,0.0,0.0,0.0,8.0
Canada,Kingston,44.230178,-76.488795,0.0,12.0,3.0,0.0,20.0,35.0
China (Mainland),Port Arthur,38.9131,121.61,0.0,1.0,0.0,0.0,0.0,1.0
Colombia,Puerto Bolivar,12.219196,-71.99969,0.0,1.0,0.0,0.0,0.0,1.0
Congo (Brazzaville),Pointe Noire,-4.794,11.846,0.0,10.0,0.0,0.0,0.0,10.0
Denmark,Aabenraa,55.0444,9.4181,0.0,16.0,1.0,0.0,0.0,17.0
Denmark,Kobenhavn,55.6761,12.5689,0.0,1.0,0.0,1.0,0.0,2.0
Dominican Republic,Puerto Plata,19.8,-70.683,0.0,2.0,0.0,0.0,0.0,2.0
Ecuador,Esmeraldas,1.05,-79.2,0.0,1.0,1.0,0.0,0.0,2.0
El Salvador,Acajutla,13.5928,-89.8275,0.0,1.0,1.0,1.0,0.0,3.0
Federal Republic of Germany,Vegesack,53.0769,8.8089,0.0,5.0,1.0,0.0,1.0,7.0
France,Calais,50.9475,1.8556,0.0,42.0,82.0,62.0,0.0,186.0
Gabon,Libreville,0.383,9.45,0.0,1.0,0.0,0.0,0.0,1.0
Greece,Kalamata,37.0167,22.1,0.0,1.0,0.0,0.0,0.0,1.0
Guadeloupe,St. Martin,18.081091,-63.050814,0.0,1.0,0.0,0.0,0.0,1.0
Haiti,Port au Prince,18.539,-72.335,0.0,1.0,0.0,20.0,0.0,21.0
India,Puduchcheri,11.93,79.83,0.0,3.0,32.0,26.0,31.0,92.0
India,Sikka,22.433,69.833,0.0,1.0,1.0,1.0,0.0,3.0
Indonesia,Sungei Pakning,1.339997,102.135342,0.0,1.0,1.0,1.0,1.0,4.0
Indonesia,Teluk Bayur,-0.992444,100.383875,0.0,3.0,0.0,0.0,0.0,3.0
Italy,Bagnoli,40.814,14.1658,0.0,1.0,0.0,0.0,0.0,1.0
Jamaica,Ocho Rios,18.407342,-77.105809,0.0,1.0,0.0,0.0,0.0,1.0
Jamaica,Port Esquivel,17.893921,-77.132018,0.0,1.0,1.0,1.0,0.0,3.0
Japan,Chibako,35.604,140.123,0.0,1.0,0.0,0.0,0.0,1.0
Japan,Kawasaki,35.5167,139.7,0.0,1.0,1.0,1.0,1.0,4.0
Japan,Tomakomai,42.6341,141.6056,0.0,2.0,0.0,0.0,0.0,2.0
Latvia,Riga,56.946,24.105,0.0,5.0,1.0,2.0,0.0,8.0
Latvia,Vindava,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
Lithuania,Memel,55.717,21.117,0.0,3.0,0.0,4.0,6.0,13.0
Malaysia,Military - Port Kelang,2.996632,101.394172,0.0,2.0,1.0,0.0,3.0,6.0
Malaysia,Sandakan,5.84,118.117,0.0,1.0,1.0,0.0,0.0,2.0
Mexico,Mahahual,18.71581,-87.707537,0.0,1.0,0.0,0.0,0.0,1.0
Mexico,Salina Cruz,16.1825,-95.1958,0.0,1.0,0.0,0.0,0.0,1.0
Mexico,Xcalac,18.271056,-87.836348,0.0,1.0,1.0,1.0,0.0,3.0
Morocco,Rabat,34.0253,-6.8361,0.0,1.0,0.0,0.0,0.0,1.0
Mozambique,Beira,-19.843,34.838,0.0,1.0,0.0,0.0,0.0,1.0
Namibia,Walvis Bay,-22.957,14.505,0.0,1.0,0.0,0.0,0.0,1.0
Netherland Antilles,Amsterdam,52.378,4.9,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,Vlissingen,51.45,3.5833,0.0,1.0,0.0,0.0,0.0,1.0
Netherlands,Zaandam,52.4417,4.8422,0.0,1.0,0.0,1.0,0.0,2.0
New Zealand,Wellington,-41.2889,174.7772,0.0,39.0,781.0,0.0,0.0,820.0
Nicaragua,Corinto,12.482,-87.1734,0.0,1.0,2.0,4.0,2.0,9.0
Norway,Aalesund,62.47212,6.149908,0.0,1.0,2.0,0.0,0.0,3.0
Panama,Laguna de Chiriqui,9.048299,-82.081196,0.0,1.0,1.0,1.0,1.0,4.0
Panama,Vacamonte,8.910425,-79.701948,0.0,1.0,0.0,6.0,1.0,8.0
Philippines,Iligan,8.25,124.4,0.0,1.0,1.0,0.0,0.0,2.0
Philippines,Subic Bay,14.791409,120.242207,0.0,18.0,0.0,0.0,0.0,18.0
Portugal,Porto,41.15,-8.6,0.0,7.0,0.0,8.0,1.0,16.0
Russia,Bukhta Severnaya,42.934217,131.401184,0.0,1.0,0.0,0.0,0.0,1.0
Singapore,Pulum Bukum,1.234464,103.762342,0.0,1.0,1.0,0.0,0.0,2.0
South Africa,Port Elizabeth,-33.918,25.5701,0.0,2.0,0.0,1.0,0.0,3.0
Spain,Alicante,38.3453,-0.4831,0.0,1.0,0.0,1.0,0.0,2.0
Spain,Cadiz,36.5167,-6.2833,0.0,1.0,1.0,1.0,0.0,3.0
Spain,Escombreras,37.559161,-0.96924,0.0,9.0,4.0,0.0,1.0,14.0
Spain,Huelva,37.25,-6.95,0.0,1.0,1.0,1.0,0.0,3.0
Spain,La Coruna,43.3667,-8.3833,0.0,1.0,0.0,0.0,0.0,1.0
Spain,Mosel,43.268964,-2.934759,0.0,1.0,0.0,0.0,1.0,2.0
Spain,Villagarcia de Arosa,42.5951,-8.7431,0.0,17.0,3.0,1.0,2.0,23.0
Trinidad,Pointe a Pierre,10.31551,-61.458786,0.0,1.0,1.0,1.0,1.0,4.0
Turkey,Uzunkum,37.817355,27.540198,0.0,1.0,0.0,0.0,0.0,1.0
United Arab Emirates,Mina Zayed,25.252,55.28,0.0,1.0,92.0,154.0,20.0,267.0
United Arab Emirates,Ruwais,24.109658,52.72116,0.0,1.0,0.0,0.0,0.0,1.0
United Kingdom,Pembroke,51.6754,-4.9145,0.0,1.0,0.0,0.0,0.0,1.0
Venezuala,Puerto Cabello,10.4667,-68.0,0.0,2.0,10.0,0.0,0.0,12.0
Venezuala,Puerto Jose,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0
Argentina,Zarate,-34.092,-59.035,0.0,0.0,1.0,1.0,0.0,2.0
Aruba,Barcadera,12.48315,-69.990281,0.0,0.0,1.0,0.0,0.0,1.0
Bahrain,Manama,26.2167,50.5831,0.0,0.0,4.0,3.0,3.0,10.0
Belize,Big Creek,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Brazil,Madre de Deus,-12.7425,-38.6153,0.0,0.0,1.0,0.0,0.0,1.0
Bulgaria,Sofia,42.7,23.3333,0.0,0.0,8.0,0.0,0.0,8.0
Canada,Matane,48.8467,-67.5317,0.0,0.0,1.0,1.0,0.0,2.0
Canada,Point Tupper,45.606653,-61.352902,0.0,0.0,1.0,0.0,0.0,1.0
Canada,Seven Islands,44.455103,-63.674892,0.0,0.0,1.0,0.0,0.0,1.0
Chile,Antofagasta,-23.6333,-70.4,0.0,0.0,23.0,0.0,0.0,23.0
Chile,San Vicente,-34.4778,-71.1233,0.0,0.0,2.0,11.0,15.0,28.0
China (Mainland),Beilun,29.906571,121.838385,0.0,0.0,1.0,0.0,0.0,1.0
China (Mainland),Swatow,23.3735,116.6941,0.0,0.0,4.0,1.0,0.0,5.0
Costa Rica,Moin,9.992476,-83.094492,0.0,0.0,16.0,13.0,4.0,33.0
Dominican Republic,Puerto Libertador,0.0,0.0,0.0,0.0,1.0,4.0,3.0,8.0
Federal Republic of Germany,Brake,53.3252,8.465,0.0,0.0,1.0,1.0,1.0,3.0
Finland,Walkom,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
France,Villequier,49.512703,0.671719,0.0,0.0,1.0,1.0,1.0,3.0
Greece,Iraklion,38.0516,23.772,0.0,0.0,1.0,0.0,0.0,1.0
Greece,Mylaki,38.38353,24.061402,0.0,0.0,1.0,1.0,0.0,2.0
Greece,Volos,39.3667,22.9333,0.0,0.0,1.0,0.0,0.0,1.0
Grenada,St. George's,12.0444,-61.7417,0.0,0.0,1.0,0.0,0.0,1.0
Honduras,Puerto Castilla,16.0167,-85.9667,0.0,0.0,1.0,0.0,0.0,1.0
Indonesia,Banjer Masin,-3.324,114.591,0.0,0.0,1.0,0.0,0.0,1.0
Indonesia,Pandjang,-5.425,105.258,0.0,0.0,2.0,0.0,0.0,2.0
Indonesia,Probolinggo,-7.754,113.215,0.0,0.0,1.0,1.0,0.0,2.0
Indonesia,Tarakan Island,3.3,117.633,0.0,0.0,1.0,1.0,1.0,3.0
Indonesia,Ternate,0.8,127.4,0.0,0.0,1.0,1.0,0.0,2.0
Ivory Coast,San Pedro,4.7398,-6.6388,0.0,0.0,1.0,0.0,0.0,1.0
Japan,Kanokawa,35.477,139.6294,0.0,0.0,1.0,0.0,1.0,2.0
Japan,Ube,33.9515,131.2468,0.0,0.0,1.0,0.0,0.0,1.0
Kuwait,Khor al Ami,29.369,47.978,0.0,0.0,2.0,6.0,1.0,9.0
Mexico,Pajaritos,20.557535,-97.474902,0.0,0.0,1.0,1.0,0.0,2.0
Mexico,Progreso,21.279891,-89.664766,0.0,0.0,1.0,0.0,0.0,1.0
New Zealand,Timaru,-44.4,171.25,0.0,0.0,6.0,0.0,0.0,6.0
Nigeria,Apapa,6.455428,3.36465,0.0,0.0,1.0,0.0,0.0,1.0
Norway,Kristiansand S,58.146,7.995,0.0,0.0,1.0,0.0,0.0,1.0
Panama,Nombre de Dios,9.5794,-79.4711,0.0,0.0,2.0,2.0,2.0,6.0
Papua New Guinea,Samarai,-10.612055,150.664021,0.0,0.0,1.0,0.0,0.0,1.0
Philippines,Cagayan de Oro,8.489642,124.620439,0.0,0.0,1.0,0.0,0.0,1.0
Philippines,Pulupandan,10.52,122.801,0.0,0.0,1.0,0.0,0.0,1.0
Philippines,Vito,14.604,120.982,0.0,0.0,2.0,1.0,0.0,3.0
Poland,Gdansk,54.3667,18.6333,0.0,0.0,42.0,55.0,16.0,113.0
Qatar,Doha,25.279,51.522,0.0,0.0,9.0,0.0,0.0,9.0
South Africa,Cape Town,-33.9351,18.4289,0.0,0.0,1.0,1.0,0.0,2.0
Sri Lanka,Trincomali,8.571,81.233,0.0,0.0,1.0,0.0,0.0,1.0
Sweden,Gevle,60.676642,17.142924,0.0,0.0,10.0,0.0,2.0,12.0
Sweden,Vallvik,61.184803,17.179285,0.0,0.0,1.0,0.0,0.0,1.0
Trinidad,Tobago,11.232821,-60.696678,0.0,0.0,1.0,0.0,0.0,1.0
Turkey,Iskenderun,36.5817,36.165,0.0,0.0,8.0,26.0,7.0,41.0
United Arab Emirates,Port Rashid,25.284812,55.278204,0.0,0.0,2.0,1.0,0.0,3.0
United Kingdom,Bangor,53.227095,-4.128263,0.0,0.0,1.0,0.0,0.0,1.0
Venezuala,La Guaira,10.599,-66.934,0.0,0.0,11.0,2.0,0.0,13.0
Virgin Islands,St. Croix,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Belize,Belize,17.4995,-88.1976,0.0,0.0,0.0,1.0,0.0,1.0
Burma,Yangon,16.805,96.156,0.0,0.0,0.0,36.0,45.0,81.0
Canada,Hamilton,43.2547,-79.8678,0.0,0.0,0.0,1.0,0.0,1.0
China (Mainland),Bei Jao,22.928619,113.208045,0.0,0.0,0.0,7.0,0.0,7.0
China (Mainland),Military - Quingdau,36.1167,120.4,0.0,0.0,0.0,8.0,59.0,67.0
Colombia,Tarapaca,-2.892,-69.742,0.0,0.0,0.0,1.0,0.0,1.0
Djibouti,Djibouti,11.587,43.144,0.0,0.0,0.0,1.0,0.0,1.0
Egypt,Ismailia,30.605,32.277,0.0,0.0,0.0,4.0,0.0,4.0
El Salvador,Puerto El Triunfo,13.2833,-88.55,0.0,0.0,0.0,2.0,0.0,2.0
Federal Republic of Germany,Brunsbuttel,53.8964,9.1386,0.0,0.0,0.0,1.0,0.0,1.0
Federal Republic of Germany,Wismar,53.8925,11.465,0.0,0.0,0.0,1.0,0.0,1.0
France,Bassens,44.907452,-0.528193,0.0,0.0,0.0,1.0,1.0,2.0
France,Blaye,45.1278,-0.6622,0.0,0.0,0.0,1.0,0.0,1.0
France,Porto Vecchio,41.5908,9.2797,0.0,0.0,0.0,2.0,2.0,4.0
France,Sete,43.4044,3.6967,0.0,0.0,0.0,2.0,0.0,2.0
Honduras,Limon,15.7833,-85.4833,0.0,0.0,0.0,1.0,0.0,1.0
India,Haldia,22.03,88.06,0.0,0.0,0.0,13.0,30.0,43.0
India,New Mangalore,12.947472,74.817625,0.0,0.0,0.0,4.0,0.0,4.0
Indonesia,Jakarta,-6.214,106.845,0.0,0.0,0.0,1.0,0.0,1.0
Italy,Sarrach Oil Terminal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Japan,Hirohata,34.787026,135.4009,0.0,0.0,0.0,1.0,0.0,1.0
Japan,Niigata,37.902,139.023,0.0,0.0,0.0,20.0,33.0,53.0
Kenya,Mombasa,-4.05,39.6667,0.0,0.0,0.0,2.0,2.0,4.0
Morocco,Jorf Lasfar,33.155648,-8.622792,0.0,0.0,0.0,1.0,0.0,1.0
New Zealand,Nelson,-41.2931,173.2381,0.0,0.0,0.0,51.0,718.0,769.0
Nigeria,Port Harcourt,4.75,7.0,0.0,0.0,0.0,1.0,0.0,1.0
Norway,Oslo,59.912,10.746,0.0,0.0,0.0,3.0,0.0,3.0
Oman,Sultan Qaboos,23.613,58.593,0.0,0.0,0.0,4.0,0.0,4.0
Paraguay,Asuncion,-25.3,-57.635,0.0,0.0,0.0,2.0,0.0,2.0
Paraguay,Villeta,-25.507593,-57.567347,0.0,0.0,0.0,14.0,3.0,17.0
Peru,La Pampilla,-11.920743,-77.140218,0.0,0.0,0.0,1.0,0.0,1.0
Portugal,Setubal,38.5243,-8.8926,0.0,0.0,0.0,1.0,1.0,2.0
Solomon Islands,Yandina,-9.079595,159.220819,0.0,0.0,0.0,1.0,1.0,2.0
South Korea,Yosu,34.744,127.737,0.0,0.0,0.0,1.0,0.0,1.0
Spain,Alcanar,40.543,0.4808,0.0,0.0,0.0,1.0,0.0,1.0
Spain,San Juan de Nieva,43.587783,-5.935607,0.0,0.0,0.0,1.0,1.0,2.0
Sri Lanka,Jaffna,9.656,80.013,0.0,0.0,0.0,2.0,0.0,2.0
St. Vincent & Northern Grenadines,Kingstown,13.1616,-61.2216,0.0,0.0,0.0,1.0,0.0,1.0
Sweden,Sandarne,61.2667,17.1667,0.0,0.0,0.0,1.0,0.0,1.0
Sweden,Ystad,55.4306,13.8208,0.0,0.0,0.0,3.0,1.0,4.0
Thailand,Sriracha,13.173,100.931,0.0,0.0,0.0,1.0,0.0,1.0
Turkey,Samsun,41.2867,36.33,0.0,0.0,0.0,1.0,0.0,1.0
United Kingdom,Greenock,55.9492,-4.763,0.0,0.0,0.0,6.0,5.0,11.0
United Kingdom,Irvine Harbor,55.60816,-4.688732,0.0,0.0,0.0,1.0,0.0,1.0
United Kingdom,London,51.5073,-0.1276,0.0,0.0,0.0,54.0,336.0,390.0
United Kingdom,Londonderry,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
United Kingdom,Shellhaven,51.512303,0.502487,0.0,0.0,0.0,1.0,14.0,15.0
Venezuala,Puerto Miranda,7.904324,-67.478913,0.0,0.0,0.0,1.0,0.0,1.0
Bahrain,Sitrah,26.154,50.62,0.0,0.0,0.0,0.0,5.0,5.0
Belgium,Brugge,51.2094,3.22,0.0,0.0,0.0,0.0,2.0,2.0
Brazil,Sao Francisco do Sul,-26.2495,-48.6308,0.0,0.0,0.0,0.0,3.0,3.0
Canada,Welshpool,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Canada,Wilsons Beach,44.932457,-66.939264,0.0,0.0,0.0,0.0,1.0,1.0
China (Mainland),Shanghai,31.1667,121.4667,0.0,0.0,0.0,0.0,48509.0,48509.0
China (Mainland),Yantian,22.589849,114.26789,0.0,0.0,0.0,0.0,47000.0,47000.0
Dominican Republic,Boca Chica,18.452537,-69.607165,0.0,0.0,0.0,0.0,1.0,1.0
Finland,Rauma,61.1167,21.5,0.0,0.0,0.0,0.0,54.0,54.0
Greece,Yerakini,40.278911,23.443649,0.0,0.0,0.0,0.0,1.0,1.0
Italy,Santa Panagia,37.101041,15.269824,0.0,0.0,0.0,0.0,1.0,1.0
Jordan,Amman,31.95,35.9333,0.0,0.0,0.0,0.0,1.0,1.0
Liberia,Sinoe,5.025064,-9.040626,0.0,0.0,0.0,0.0,2.0,2.0
Malaysia,Selangor,3.339147,101.560378,0.0,0.0,0.0,0.0,1.0,1.0
Singapore,Singapore,1.289,103.85,0.0,0.0,0.0,0.0,21492.0,21492.0
South Korea,Pusan,35.1025,129.0349,0.0,0.0,0.0,0.0,47874.0,47874.0
